Apotekergata+N+Prop+Sem/Plc	Apotekergt	ˈɑ.po.tˌe.ker#gh
namma+N+Sg+Loc+PxSg3	namastis	nˈɑ.mɑːs.tis
naššuvdnajoavku+Sem/Hum+Sem/Group+N+Sg+Nom	naššuvdnajoavku	nˈɑʃː.ʃuv.tnɑ#jˌoɑβː.ɸku
neilihkaspihkár+N+Der/viđá+Adv	neilihkaspihkárviđá	nˈejː.lih.kɑ#spˌihː.kɑːr»vˌi.ðɑː
nektariidna+N+Sg+Acc	nektariinna	nˈekː.htɑ.rˌijn.nɑ
nelot+N+Der/Dimin+N+Der/Dimin+N+Sg+Ill+PxSg1	nelohaččažasan	nˈeː.loh»ˌɑt.tʃɑ»dʃˌɑ.sɑn
nettorehket+Sem/Money+N+Der/laš+A+Der/vuohta+N+Der/viđá+Adv	nettorehketlašvuohtaviđá	nˈet.to#rˌeh.keh»lɑʃ»vˌuoh.tɑ»vˌi.ðɑː
nivkut+V+TV+Der/l+V+Der/adda+V+Imprt+Pl2	nivkoladdit	nˈiβː.ɸko»lˌɑdː.tih
njaskkohat+N+Sg+Nom	njaskkohat	ɲˈɑs.ko.hɑh
njeidonlohku+N+Sg+Gen+PxDu1	njeidonlohkome	ɲˈejː.ton#lˌoh.ko.me
njigas+N+Der/laš+A+Attr+Der/vuohta+N+Sg+Ill	njigaslašvuhtii	ɲˈi.gɑːs»lɑʃ»vˌuh.tij
njižži+Sem/Body+N+Sg+Acc+PxSg1	njižžán	ɲˈidː.tʃɑːn
njorostallat+V+TV+Der/PassS+V+IV+Ind+Prt+Du1	njorostalluime	ɲˈoː.ros.tˌɑl.lu»ˌi.me
njuorbat+V+IV+Imprt+Du3	njurboska	ɲˈurə.pos.kɑ
njuvgat+V+IV+Der/NomAg+N+Sg+Gen+PxPl2	njuvgádet	ɲˈuβː.kɑː»deh
njuđus+N+Sg+Loc	njuhtosis	ɲˈuh.to.sis
no+Adv	no	nˈo
no+Pcle	no	nˈo
nohkat+V+IV+Der/d+V+Sup	nogadeažžat	nˈo.gɑː»dˌeædː.tʃɑh
nohkestit+V+IV+Der/meahttun+A+Comp+Sg+Loc	nohkismeahttuseappos	nˈohː.kis»mˌĕæhː.tu.sˌĕæp.pos
nuissodit+V+IV+Actio+Loc	nuissodeamis	nˈujs.so.ðˌeæ.mis
nunná+Sem/Hum+N+Sg+Com+PxPl2	nunnáineattet	nˈunː.nɑːj.nˌĕæt.teh
nuossat+V+IV+VAbess	nuosahaga	nˈuo.sɑ.hˌɑ.gɑ
nurššas+A+Comp+Attr	nuršasit	nˈurə.ʃɑ.sih
nyanseret+V+TV+Actio+Nom	nyanseren	nˈy.ɑn.sˌe.ren
nyanseret+V+TV+Ind+Prt+Pl1	nyanseriimet	nˈy.ɑn.sˌe.rij.meh
nygaardsvollvanca+Sem/Veh+N+Der/viđá+Adv	nygaardsvollvancaviđá	nˈy.gɑ.ɑrds#volː#vˌɑnː.n̥tsɑ»vˌi.ðɑː
nygaardsvollvanca+Sem/Veh+N+Sg+Ill	nygaardsvollvancii	nˈy.gɑ.ɑrds#volː#vˌɑnː.n̥tsij
nygaardsvollvanca+Sem/Veh+N+Pl+Nom	nygaardsvollvanccat	nˈy.gɑ.ɑrds#volː#vˌɑnn̥.tsɑh
nygaardsvollvanca+Sem/Veh+N+Sg+Com+PxSg3	nygaardsvollvanccainis	nˈy.gɑ.ɑrds#volː#vˌɑnn̥.tsɑj.nis
nylona+N+Sg+Ill	nylonii	nˈy.lo.nij
nyánsa+N+Sg+Acc+PxDu1	nyánsame	nˈy.ɑːn.sˌɑ.me
nyánsaerohus+N+Pl+Loc+PxPl3	nyánsaerohusaineaset	nˈy.ɑːn.sɑ#ˌe.ro.hˌu.sɑj.nˌĕæ.seh
náppoš+Sem/Plant+N+Sg+Nom+PxDu2	náppožeatte	nˈɑːp.po.dʃˌĕæt.te
náđodit+V+IV+Der/meahttun+A+Sg+Com+PxPl3	náđotmeahttumiinniset	nˈɑː.ðoh»mˌĕæhː.tu.mˌijn.ni.seh
nødsignála+N+Ess+PxPl3	nødsignálaneaset	nˈød#sˌig.nɑː.lˌɑ.nĕæ.seh
nødsignála+N+Pl+Ill	nødsignálaide	nˈød#sˌig.nɑː.lˌɑjː.te
nøytraliseret+V+TV+Der/PassL+V+IV+Cond+Prs+Sg1	nøytraliserejuvvolin	nˈøyt.rɑ.lˌi.se.re»j»ˌuv.vo.lin
nøytralisma+N+Ess+PxDu2	nøytralismaneatte	nˈøyt.rɑ.lˌisː.mɑ.nˌĕæt.te
oktaguđátlohkái+Num+Sg+Attr	aktanguđatlot	ˈɑkː.htɑn#kˌu.ðɑh#loh
oktanjealjátlohkái+Num+Sg+Attr	aktannjealjátlot	ˈɑkː.htɑn#ɲˌeæʎ.ʎɑːh#loh
oktanuppelohkái+Num+Sg+Attr	aktanuppelot	ˈɑkː.htɑ#nˌup.pe#loh
oktaovccátlohkái+Num+Ess	aktaovccátlogin	ˈɑkː.htɑ#ˌoβɸ.tsɑːh#lˌo.gin
oktaviđatlohkái+Num+Sg+Acc	aktaviđatlohkái	ˈɑkː.htɑ#vˌi.ðɑh#lˌohː.kɑːj
oktaviđátlohkái+Num+Ess	aktaviđátlogin	ˈɑkː.htɑ#vˌi.ðɑːh#lˌo.gin
oktaviđátlohkái+Num+Sg+Attr	aktaviđátlot	ˈɑkː.htɑ#vˌi.ðɑːh#loh
okta#lohki+Num+Sg+Nom	aktalohki	ˈɑkː.htɑ#lˌohː.ki
oktaduháhat+A+Ord+Attr	aktaduháhat	ˈɑkː.htɑ#tˌu.hɑː.hɑh
oktanuppelohkái+Num+Sg+Loc	aktanuppelogis	ˈɑkː.htɑ#nˌup.pe#lˌo.gis
oktanuppelohkái+Num+Sg+Ill	aktanuppelohkái	ˈɑkː.htɑ#nˌup.pe#lˌohː.kɑːj
oktačuohti+Num+Sg+Nom	aktačuohti	ˈɑkː.htɑ#tʃˌuoh.ti
oktagoalmmátlohkái+Num+Ess	avttatgoalmmátlogin	ˈɑβɸː.tɑːh#kˌoɑlm.mɑːh#lˌo.gin
oktaguđatlohkái+Num+Sg+Com	avttainguđatlogiin	ˈɑβɸː.tɑːjn#kˌu.ðɑh#lˌo.gijn
oktaguđátlohkái+Num+Pl+Loc	avttainguđatlogiin	ˈɑβɸː.tɑːjn#kˌu.ðɑh#lˌo.gijn
oktalogátlohkái+Num+Ess	avttatlogátlogin	ˈɑβɸː.tɑːh#lˌo.gɑːh#lˌo.gin
oktalogátlohkái+Num+Sg+Loc	avttalogátlogis	ˈɑβɸː.tɑː#lˌo.gɑːh#lˌo.gis
oktanjealjátlohkái+Num+Ess	avttatnjealjátlogin	ˈɑβɸː.tɑːh#ɲˌeæʎ.ʎɑːh#lˌo.gin
oktanjealjátlohkái+Num+Pl+Nom	avttatnjealjátlogit	ˈɑβɸː.tɑːh#ɲˌeæʎ.ʎɑːh#lˌo.gih
oktanuppelohkái+Num+Sg+Attr	avttanuppelot	ˈɑβɸː.tɑː#nˌup.pe#loh
oktaovccátlohkái+Num+Ess	avttatovccátlogin	ˈɑβɸː.tɑːh#ˌoβɸ.tsɑːh#lˌo.gin
oktaovccátlohkái+Num+Pl+Loc	avttainovccátlogiin	ˈɑβɸː.tɑːjn#ˌoβɸ.tsɑːh#lˌo.gijn
oktaovccátlohkái+Num+Sg+Loc	avttaovccátlogis	ˈɑβɸː.tɑː#ˌoβɸ.tsɑːh#lˌo.gis
oktaviđatlohkái+Num+Ess	avttatviđátlogin	ˈɑβɸː.tɑːh#vˌi.ðɑːh#lˌo.gin
oktačihččetlohkái+Num+Ess	avttatčihččetlogin	ˈɑβɸː.tɑːh#tʃˌihː.tʃeh#lˌo.gin
oktačihččetlohkái+Num+Pl+Com+Attr	avttaidčihččetlogiid	ˈɑβɸː.tɑːjh#tʃˌihː.tʃeh#lˌo.gijh
oktačihččetlohkái+Num+Pl+Loc	avttainčihččetlogiin	ˈɑβɸː.tɑːjn#tʃˌihː.tʃeh#lˌo.gijn
oktačihččetlohkái+Num+Sg+Loc	avttačihččetlogis	ˈɑβɸː.tɑː#tʃˌihː.tʃeh#lˌo.gis
ockulteret+V+IV+Ind+Prt+Du2	ockulteriide	ˈots.kul.htˌe.rij.de
odontologiija+N+Sg+Ill	odontologiijii	ˈoː.donː.n̥tˌo.lo.gˌij.jij
offiseara+Sem/Hum+N+Pl+Nom	offisearat	ˈof.fi.sˌeæ.rɑh
ogodit+V+TV+Pot+Prs+Sg3	ogodeažžá	ˈo.go.ðˌeædː.tʃɑː
ohca+N+Sg+Acc+PxDu1	ohcame	ˈohː.tsɑː.me
ohcat+V+TV+Ind+Prs+Sg3	ohcá	ˈohː.tsɑː
ohcu+N+Der/viđá+Adv	ohcoviđá	ˈoh.tso»vˌi.ðɑː
ohcabivus+N+Sg+Nom+PxPl1	ohcabivvoseamet	ˈohː.tsɑː#pˌiv.vo.sˌĕæ.meh
oinnolaš+A+Superl+Der/at+Adv	oinnolepmosit	ˈojn.no.lˌep.mo.sih
oivošguovlu+Sem/Plc+N+Der/Dimin+N+Ess	oivošguvlložin	ˈojː.voʃ#kˌuβl.lo»dʃin
ojá+Interj	ojá	ˈoː.jɑː
okci+N+Sg+Ill	okcái	ˈokː.htsɑːj
okci+N+Sg+Gen	ovcci	ˈoβɸː.tsiː
okta#lohki+Num+Pl+Ill	ovttaidelogiide	ˈoβɸː.tɑːj.de#lˌo.gij.de
ollit+V+IV+Imprt+ConNeg	ole	ˈoː.le
ollit+V+IV+Pot+Prs+Sg3	oleš	ˈoː.leʃ
olju+N+Ess+PxDu3	oljuneaskka	ˈolə.ju.nˌeæs.kɑ
opmir+N+Der/heapmi+A+Attr	omirhis	ˈoː.mir»his
opmir+N+Der/heapmi+A+Attr+Der/vuohta+N+Ess+PxDu2	omirhisvuohtaneatte	ˈoː.mir»his»vˌuoh.tɑ.nˌĕæt.te
opmu+N+Der/Dimin+N+Sg+Com	omožiin	ˈo.mo»dʃijn
opmu+N+Der/heapmi+A+Sg+Loc	omoheames	ˈo.mo»hˌĕæ.mes
orjjelsámegiel+A+Attr	orjjelsámegiel	ˈorj.jel#sˌɑː.me#kiel
oscilloskohppa+N+Der/viđá+Adv	oscilloskohppaviđá	ˈos.tsil.lˌo.skohː.pɑ»vˌi.ðɑː
ovcciduhát+Num+Ess	okcinduháhin	ˈokː.htsin#tˌu.hɑː.hin
ovccigávccátlohkái+Num+Sg+Attr	okcingávccátlot	ˈokː.htsin#kˌɑːβɸ.tsɑːh#loh
ovccioasat+A+Sg+Nom	ovccioasat	ˈoβɸ.tsi#ˌoɑ.sɑh
ovet+V+IV+Der/PassL+V+IV+Ind+Prt+Sg3	ovejuvvui	ˈo.ve»j»ˌuv.vuj
ovttilis+A+Attr+Der/vuohta+N+Sg+Ill	ovttilisvuhtii	ˈoβɸ.ti.lis»vˌuh.tij
oxideret+V+TV+Pot+Prs+Sg3	oxidereš	ˈoks.i.ðˌe.reʃ
oxideret+V+TV+Ind+Prt+Du2	oxideriide	ˈoks.i.ðˌe.rij.de
ozovuoigatvuođabákteláhka+N+Sg+Ill+PxDu3	ozovuoigatvuođabákteláhkaseaskka	ˈo.dso#vˌŭojː.kɑt.vˌuo.ðɑ#pˌɑːkː.hte#lˌɑːh.kɑ.sˌeæs.kɑ
oččodit+V+TV+Ind+Prs+ConNeg	oččot	ˈot.tʃoh
oččodit+V+TV+VAbess	oččothaga	ˈot.tʃoh#hˌɑ.gɑ
oččohallat+V+IV+Sup	oččohalažit	ˈot.tʃo.hˌɑ.lɑ.dʃih
ođas+A+Sg+Nom	ođas	ˈo.ðɑːs
ođju+Sem/Plant+N+Der/Dimin+N+Ess	ođjjožin	ˈoðj.jo»dʃin
ožoldit+V+TV+Imprt+Sg2	ožol	ˈo.dʃol
ovdaprojekterengolut+N+Der/huhtti+V+TV+VAbess+A+Attr	váktagolohuhtekeahtes	vˈɑːkː.htɑ#kˌo.lo»hˌuh.te.kˌĕæh.tes
ovdaprojekterengolut+N+Der/huhtti+V+TV+VAbess	váktagolohuhtekeahttá	vˈɑːkː.htɑ#kˌo.lo»hˌuh.te.kˌĕæhː.tɑː
ovdaprojekterengolut+N+Der/huhtti+V+TV+Ger	váktagolohuhtidiin	vˈɑːkː.htɑ#kˌo.lo»hˌuh.ti.dijn
ovdaprojekterengolut+N+Der/huhtti+V+TV+Cond+Prs+Sg2	váktagolohuhtášit	vˈɑːkː.htɑ#kˌo.lo»hˌuhː.tɑː.ʃih
ovdaprojekterengolut+N+Der/huvva+V+IV+Imprt+Du1	váktagolohuvvu	vˈɑːkː.htɑ#kˌo.lo»hˌuvː.vu
ovdaprojekterengolut+N+Der/huvva+V+IV+Imprt+Pl1	váktagolohuvvut	vˈɑːkː.htɑ#kˌo.lo»hˌuvː.vuh
ovdaprojekterengolut+N+Der/Dimin+N+Pl+Nom	váktagoložat	vˈɑːkː.htɑ#kˌo.lo»dʃɑh
ovdaprojekterengolut+N+Der/Dimin+N+Ess	váktagoložin	vˈɑːkː.htɑ#kˌo.lo»dʃin
ovdaprojekterengolut+N+Der/Dimin+N+Pl+Gen+PxPl2	váktagoložiiddádet	vˈɑːkː.htɑ#kˌo.lo»dʃˌijtː.tɑː.deh
ovdaprojekterengolut+N+Der/Dimin+N+Pl+Ill+PxDu3	váktagoložiiddáseaskka	vˈɑːkː.htɑ#kˌo.lo»dʃˌijtː.tɑː.sˌeæs.kɑ
ovdaprojekterengolut+N+Pl+Com+PxPl1	váktagoluideametguin	vˈɑːkː.htɑ#kˌo.luj.dˌĕæ.met.gujn
ovdaprojekterengolut+N+Pl+Com+PxSg1	váktagoluidanguin	vˈɑːkː.htɑ#kˌo.luj.dˌɑŋŋ.kujn
ovdaprojekterengolut+N+Pl+Com	váktagoluiguin	vˈɑːkː.htɑ#kˌo.luj.gujn
ovdaprojekterengolut+N+Pl+Ill	váktagoluide	vˈɑːkː.htɑ#kˌo.luj.de
ovdaprojekterengolut+N+Pl+Loc+PxPl3	váktagoluineaset	vˈɑːkː.htɑ#kˌo.luj.nˌĕæ.seh
ovdaprojekterengolut+N+Pl+Nom+PxPl1	váktagoluideamet	vˈɑːkː.htɑ#kˌo.luj.dˌĕæ.meh
ovdaprojekterengolut+N+Der/heapmi+A+Attr+Der/vuohta+N+Pl+Nom	váktagoluhisvuođat	vˈɑːkː.htɑ#kˌo.lu»his»vˌuo.ðɑh
ovdaprojekterengolut+N+Der/huvva+V+IV+VAbess	váktagoluhuvakeahttájin	vˈɑːkː.htɑ#kˌo.lu»hˌu.vɑ.kˌĕæhː.tɑː.jin
ovdaprojekterengolut+N+Ess	váktagollun	vˈɑːkː.htɑ#kˌolː.lun
poastamáhppa+v2+N+Pl+Nom	boastamáhpat	pˈŏɑsː.tɑ#mˌɑːh.pɑh
poastamáhppa+v2+N+Sg+Gen	boastamáhpa	pˈŏɑsː.tɑ#mˌɑːh.pɑ
poastamáhppa+v2+N+Sg+Com+PxPl1	boastamáhpaineamet	pˈŏɑsː.tɑ#mˌɑːh.pɑj.nˌĕæ.meh
poastamáhppa+v2+N+Sg+Com	boastamáhpain	pˈŏɑsː.tɑ#mˌɑːh.pɑjn
poastamáhppa+v2+N+Sg+Loc	boastamáhpas	pˈŏɑsː.tɑ#mˌɑːh.pɑs
poastamáhppa+v2+N+Sg+Loc+PxPl2	boastamáhpasteattet	pˈŏɑsː.tɑ#mˌɑːh.pɑs.tˌĕæt.teh
poastamáhppa+v2+N+Der/Dimin+N+Sg+Nom+PxPl2	boastamáhpažeattet	pˈŏɑsː.tɑ#mˌɑːh.pɑ»dʃˌĕæt.teh
poastamáhppa+v2+N+Der/laš+A+Superl+Sg+Gen	boastamáhpalamosa	pˈŏɑsː.tɑ#mˌɑːh.pɑ»lˌɑ.mo.sɑ
poastamáhppa+v2+N+Der/laš+A+Attr+Der/vuohta+N+Ess+PxSg1	boastamáhpalašvuohtanan	pˈŏɑsː.tɑ#mˌɑːh.pɑ»lɑʃ»vˌuoh.tɑ.nɑn
poastamáhppa+N+Pl+Com+PxPl2	boastamáhpaideattetguin	pˈŏɑsː.tɑ#mˌɑːh.pɑj.dˌĕæt.tet.gujn
poastamáhppa+N+Pl+Com	boastamáhpaiguin	pˈŏɑsː.tɑ#mˌɑːh.pɑj.gujn
poastamáhppa+N+Pl+Ill+PxSg1	boastamáhpaidasan	pˈŏɑsː.tɑ#mˌɑːh.pɑj.dˌɑ.sɑn
poastamáhppa+N+Pl+Ill	boastamáhpaide	pˈŏɑsː.tɑ#mˌɑːh.pɑj.de
poastamáhppa+N+Pl+Nom	boastamáhpat	pˈŏɑsː.tɑ#mˌɑːh.pɑh
poastamáhppa+N+Sg+Acc+PxPl3	boastamáhpaset	pˈŏɑsː.tɑ#mˌɑːh.pɑ.seh
poastamáhppa+N+Sg+Acc+PxSg3	boastamáhpas	pˈŏɑsː.tɑ#mˌɑːh.pɑs
poastamáhppa+N+Sg+Com+PxSg1	boastamáhpainan	pˈŏɑsː.tɑ#mˌɑːh.pɑj.nɑn
poastamáhppa+N+Sg+Loc	boastamáhpas	pˈŏɑsː.tɑ#mˌɑːh.pɑs
poastamáhppa+N+Sg+Loc+PxDu2	boastamáhpasteatte	pˈŏɑsː.tɑ#mˌɑːh.pɑs.tˌĕæt.te
poastamáhppa+N+Sg+Loc+PxPl1	boastamáhpasteamet	pˈŏɑsː.tɑ#mˌɑːh.pɑs.tˌĕæ.meh
poastamáhppa+N+Sg+Loc+PxPl2	boastamáhpasteattet	pˈŏɑsː.tɑ#mˌɑːh.pɑs.tˌĕæt.teh
poastamáhppa+N+Sg+Loc+PxSg3	boastamáhpastis	pˈŏɑsː.tɑ#mˌɑːh.pɑs.tis
poastamáhppa+N+Der/huvva+V+IV+Imprt+Du3	boastamáhpahuvvoska	pˈŏɑsː.tɑ#mˌɑːh.pɑ»hˌuv.vos.kɑ
poastamáhppa+N+Der/laš+A+Superl+Pl+Gen	boastamáhpalamosiid	pˈŏɑsː.tɑ#mˌɑːh.pɑ»lˌɑ.mo.sijh
poastamáhppa+v2+N+Sg+Acc+PxSg1	boastamáhppan	pˈŏɑsː.tɑ#mˌɑhː.pɑn
poastamáhppa+v2+N+Sg+Gen+PxPl1	boastamáhppamet	pˈŏɑsː.tɑ#mˌɑhː.pɑ.meh
poastamáhppa+v2+N+Sg+Gen+PxSg1	boastamáhppan	pˈŏɑsː.tɑ#mˌɑhː.pɑn
poastamáhppa+v2+N+Der/viđá+Adv	boastamáhppaviđá	pˈŏɑsː.tɑ#mˌɑhː.pɑ»vˌi.ðɑː
poastamáhppa+v2+N+Sg+Ill	boastamáhppii	pˈŏɑsː.tɑ#mˌɑhː.pij
poastamáhppa+N+Ess+PxDu1	boastamáhppaneame	pˈŏɑsː.tɑ#mˌɑhː.pɑ.nˌĕæ.me
poastamáhppa+N+Sg+Ill+PxSg3	boastamáhppasis	pˈŏɑsː.tɑ#mˌɑhː.pɑ.sis
poastamáhppa+N+Sg+Nom+PxPl1	boastamáhppamet	pˈŏɑsː.tɑ#mˌɑhː.pɑ.meh
poastamáhppa+N+Der/viđá+Adv	boastamáhppaviđá	pˈŏɑsː.tɑ#mˌɑhː.pɑ»vˌi.ðɑː
poastamáhppa+N+Sg+Ill	boastamáhppii	pˈŏɑsː.tɑ#mˌɑhː.pij
pacificeret+V+TV+Inf	pacificeret	phˈɑ.tsi.fˌi.tse.reh
paragráfa+N+Sg+Ill	paragráfii	phˈɑ.rɑː.grˌɑː.fij
paráda+N+Sg+Com+PxPl3	parádaineaset	phˈɑ.rɑː.ðˌɑj.nĕæ.seh
paráda+N+Sg+Ill	parádii	phˈɑ.rɑː.ðij
pediatra+N+Sg+Ill	pediatrii	phˈe.di.ˌɑt.rij
penetreret+V+TV+Ind+Prt+Du2	penetreriide	phˈeː.net.rˌe.rij.de
philosophicum+N+Sg+Nom	philosophicum	phˈi.lo.sˌop.hi.tsum
philosophicum+N+Pl+Nom	philosophicumat	phˈi.lo.sˌop.hi.tsˌu.mɑh
philosophicum+N+Sg+Com+PxSg3	philosophicumainis	phˈi.lo.sˌop.hi.tsˌu.mɑj.nis
philosophicum+N+Sg+Ill	philosophicumii	phˈi.lo.sˌop.hi.tsˌu.mij
pietisma+N+Ess+PxDu1	pietismaneame	phˈi.e.tˌisː.mɑ.nˌĕæ.me
pioneara+Sem/Hum+N+Sg+Ill	pionerii	phˈi.o.nˌe.rij
pistášaniehtti+Sem/Plant+N+Ess+PxDu2	pistášaniehttineatte	phˈisː.tɑː.ʃɑ#nˌĭehː.ti.nˌĕæt.te
pizzasoarta+N+Pl+Acc+PxPl2	pizzasoarttaideattet	phˈidː.tsɑː#sˌoɑrr̥.tɑj.dˌĕæt.teh
planehta+N+Sg+Ill	planehtii	plˈɑ.neh.tij
pleahkka+N+Sg+Ill	plehkkii	plˈehː.kij
pleahkka+N+Sg+Com+PxSg2	pleahkainat	plˈeæh.kɑj.nɑh
plánaáigodat+Sem/Time+N+Sg+Ill	plánaáigodahkii	plˈɑː.nɑ#ˌɑːjː.ko.dˌɑh.kij
plánša+N+Pl+Gen+PxPl1	plánššaideamet	plˈɑːnʃ.ʃɑj.dˌĕæ.meh
pläderet+V+IV+Imprt+Sg1	pläderejehkon	plˈæ.de.rˌe.jeh.kon
pneumáhtalaš+A+Ess	pneumáhtalažžan	pnˈeu.mɑːh.tˌɑ.lɑdː.tʃɑn
pneumáhtalaš+A+Der/at+Adv	pneumáhtalaččat	pnˈeu.mɑːh.tˌɑ.lɑt.tʃɑh
pneumáhtalaš+A+Der/vuohta+N+Sg+Ill	pneumáhtalašvuhtii	pnˈeu.mɑːh.tˌɑ.lɑʃ»vˌuh.tij
pneumáhtalaš+A+Der/vuohta+N+Sg+Com+PxPl3	pneumáhtalašvuođaineaset	pnˈeu.mɑːh.tˌɑ.lɑʃ»vˌuo.ðɑj.nˌĕæ.seh
poesiijakonsearta+Sem/Event+N+Pl+Gen+PxSg3	poesiijakonsearttaidis	phˈoe.sij.jɑ#khˌonː.seærht.tˌɑjː.tis
pomora+Sem/Hum+N+Sg+Ill	pomorii	phˈo.mo.rij
ponceret+V+TV+Ind+Prt+Pl2	ponceriidet	phˈonː.n̥tse.rˌijː.teh
poseret+V+IV+Ind+Prt+Du3	poseriiga	phˈo.se.rˌijː.kɑ
pošeret+V+TV+Ind+Prt+Du3	pošeriiga	phˈo.ʃe.rˌijː.kɑ
prøvet+V+TV+Ind+Prt+Pl2	prøviidet	prˈø.vij.deh
pseudonyma+N+Sg+Ill	pseudonymii	psˈeu.do.nˌy.mij
psykososiálalaš+A+Der/at+Adv	psykososiálalaččat	psˈy.ko#sˌo.si.ˌɑː.lɑ.lˌɑt.tʃɑh
pyramida+N+Sg+Ill	pyramidii	phˈy.rɑ.mˌi.dij
pyramiida+N+Sg+Ill	pyramiidii	phˈy.rɑ.mˌijː.tij
pytagoralaš+A+Attr	pytagoralaš	phˈy.tɑ.gˌo.rɑ.lɑʃ
pytagoralaš+A+Der/at+Adv	pytagoralaččat	phˈy.tɑ.gˌo.rɑ.lˌɑt.tʃɑh
pytagoralaš+A+Der/vuohta+N+Der/viđá+Adv	pytagoralašvuohtaviđá	phˈy.tɑ.gˌo.rɑ.lɑʃ»vˌuoh.tɑ»vˌi.ðɑː
pytagoralaš+A+Sg+Ill	pytagoralažžii	phˈy.tɑ.gˌo.rɑ.lˌɑdː.tʃij
pánsárvovdna+Sem/Veh+N+Der/viđá+Adv	pánsárvovdnaviđá	phˈɑːnː.sɑːr#vˌoβː.tnɑ»vˌi.ðɑː
ruvdnaprinsa+v2+Sem/Hum+N+Ess+PxPl1	kruvdnaprinsaneamet	krˈuβː.tnɑ#prˌinː.sɑ.nˌĕæ.meh
ruvdnaprinsa+v2+Sem/Hum+N+Sg+Ill+PxSg2	kruvdnaprinsasat	krˈuβː.tnɑ#prˌinː.sɑ.sɑh
ruvdnaprinsa+v2+Sem/Hum+N+Der/viđá+Adv	kruvdnaprinsaviđá	krˈuβː.tnɑ#prˌinː.sɑ»vˌi.ðɑː
ruvdnaprinsa+v2+Sem/Hum+N+Sg+Ill	kruvdnaprinsii	krˈuβː.tnɑ#prˌinː.sij
ruvdnaprinsa+v2+Sem/Hum+N+Pl+Ill	kruvdnaprinssaide	krˈuβː.tnɑ#prˌins.sɑj.de
ruvdnaprinsa+v2+Sem/Hum+N+Pl+Nom	kruvdnaprinssat	krˈuβː.tnɑ#prˌins.sɑh
ruvdnaprinsa+v2+Sem/Hum+N+Sg+Com+PxDu3	kruvdnaprinssaineaskka	krˈuβː.tnɑ#prˌins.sɑj.nˌeæs.kɑ
ruvdnaprinsa+v2+Sem/Hum+N+Sg+Loc	kruvdnaprinssas	krˈuβː.tnɑ#prˌins.sɑs
ruvdnaprinsa+v2+Sem/Hum+N+Sg+Loc+PxPl3	kruvdnaprinssasteaset	krˈuβː.tnɑ#prˌins.sɑs.tˌĕæ.seh
ruvdnaprinsa+v2+Sem/Hum+N+Der/Dimin+N+Der/viđá+Adv	kruvdnaprinssašviđá	krˈuβː.tnɑ#prˌins.sɑ»ʃ»vˌi.ðɑː
ruvdnaprinsa+v2+Sem/Hum+N+Der/laš+A+Der/vuohta+N+Sg+Ill	kruvdnaprinssalašvuhtii	krˈuβː.tnɑ#prˌins.sɑ»lɑʃ»vˌuh.tij
ruvdnaprinsa+Sem/Hum+N+Ess+PxPl2	kruvdnaprinsaneattet	krˈuβː.tnɑ#prˌinː.sɑ.nˌĕæt.teh
ruvdnaprinsa+Sem/Hum+N+Sg+Gen+PxDu1	kruvdnaprinsame	krˈuβː.tnɑ#prˌinː.sɑ.me
ruvdnaprinsa+Sem/Hum+N+Sg+Nom+PxPl1	kruvdnaprinsamet	krˈuβː.tnɑ#prˌinː.sɑ.meh
ruvdnaprinsa+Sem/Hum+N+Der/viđá+Adv	kruvdnaprinsaviđá	krˈuβː.tnɑ#prˌinː.sɑ»vˌi.ðɑː
ruvdnaprinsa+Sem/Hum+N+Sg+Ill	kruvdnaprinsii	krˈuβː.tnɑ#prˌinː.sij
ruvdnaprinsa+v4+Sem/Hum+N+Sg+Acc+PxDu1	kruvnnaprinsame	krˈuβnː.nɑː#prˌinː.sɑ.me
ruvdnaprinsa+v4+Sem/Hum+N+Sg+Gen+PxPl1	kruvnnaprinsamet	krˈuβnː.nɑː#prˌinː.sɑ.meh
ruvdnaprinsa+v4+Sem/Hum+N+Sg+Nom+PxPl1	kruvnnaprinsamet	krˈuβnː.nɑː#prˌinː.sɑ.meh
ruvdnaprinsa+v4+Sem/Hum+N+Der/viđá+Adv	kruvnnaprinsaviđá	krˈuβnː.nɑː#prˌinː.sɑ»vˌi.ðɑː
ruvdnaprinsa+v4+Sem/Hum+N+Sg+Ill	kruvnnaprinsii	krˈuβnː.nɑː#prˌinː.sij
ruvdnaprinsa+v4+Sem/Hum+N+Pl+Gen+PxSg2	kruvnnaprinssaidat	krˈuβnː.nɑː#prˌins.sɑj.dɑh
ruvdnaprinsa+v4+Sem/Hum+N+Pl+Nom	kruvnnaprinssat	krˈuβnː.nɑː#prˌins.sɑh
ruvdnaprinsa+v4+Sem/Hum+N+Sg+Gen+PxSg2	kruvnnaprinssat	krˈuβnː.nɑː#prˌins.sɑh
ruvdnaprinsa+v4+Sem/Hum+N+Sg+Com+PxPl1	kruvnnaprinssaineamet	krˈuβnː.nɑː#prˌins.sɑj.nˌĕæ.meh
ruvdnaprinsa+v4+Sem/Hum+N+Sg+Com+PxPl3	kruvnnaprinssaineaset	krˈuβnː.nɑː#prˌins.sɑj.nˌĕæ.seh
ruvdnaprinsa+v4+Sem/Hum+N+Sg+Com	kruvnnaprinssain	krˈuβnː.nɑː#prˌins.sɑjn
