Armstrong+N+Prop+Sem/Sur+Sg+Gen	Armstronga	ˈɑrm.stron.gɑ
zapatista+N+Pl+Acc+PxSg1	zapatisttaidan	zˈɑ.pɑː.tˌis.tɑj.dɑn
zapatista+N+Sg+Gen+PxDu2	zapatisttade	zˈɑ.pɑː.tˌis.tɑ.de
zenbuddhisma+N+Der/viđá+Adv	zenbuddhismaviđá	zˈen#pˌud.dhis.mɑ»vˌi.ðɑː
zenbuddhisma+N+Sg+Ill	zenbuddhismii	zˈen#pˌud.dhis.mij
zenbuddhisma+N+Sg+Com+PxSg1	zenbuddhismmainan	zˈen#pˌud.dhis.mˌɑj.nɑn
zenbuddhista+N+Der/viđá+Adv	zenbuddhistaviđá	zˈen#pˌud.dhis.tɑ»vˌi.ðɑː
zenbuddhista+N+Sg+Ill	zenbuddhistii	zˈen#pˌud.dhis.tij
zenbuddhista+N+Pl+Acc	zenbuddhisttaid	zˈen#pˌud.dhis.tɑjh
zenbuddhista+N+Pl+Nom	zenbuddhisttat	zˈen#pˌud.dhis.tɑh
zenbuddhista+N+Sg+Acc+PxDu3	zenbuddhisttaska	zˈen#pˌud.dhis.tˌɑsː.kɑ
zenbuddhista+N+Sg+Loc+PxDu3	zenbuddhisttasteaskka	zˈen#pˌud.dhis.tˌɑsː.teæs.kɑ
zenbuddhista+N+Der/Dimin+N+Pl+Nom	zenbuddhisttažat	zˈen#pˌud.dhis.tɑ»dʃɑh
zoologa+N+Pl+Nom	zoologat	zˈo.o.lˌo.gɑh
zoologa+N+Der/viđá+Adv	zoologaviđá	zˈo.o.lˌo.gɑ»vˌi.ðɑː
zoologa+N+Sg+Ill	zoologii	zˈo.o.lˌo.gij
zoologiija+N+Ess+PxSg1	zoologiijanan	zˈo.o.lˌo.gij.jˌɑ.nɑn
zoologiija+N+Pl+Com+PxDu1	zoologiijaideameguin	zˈo.o.lˌo.gij.jˌɑj.dĕæ.me.gujn
zoologiija+N+Sg+Ill	zoologiijii	zˈo.o.lˌo.gij.jij
Ándenbeaivahkku+N+Sg+Acc+PxPl2	Ándenbeaivahkodet	ˈɑːnː.ten#peæj#vˌɑh.ko.deh
Ándenbeaivahkku+N+Sg+Acc+PxSg2	Ándenbeaivahkot	ˈɑːnː.ten#peæj#vˌɑh.koh
Ándenbeaivahkku+N+Sg+Gen+PxDu2	Ándenbeaivahkode	ˈɑːnː.ten#peæj#vˌɑh.ko.de
Ándenbeaivahkku+N+Sg+Gen+PxPl2	Ándenbeaivahkodet	ˈɑːnː.ten#peæj#vˌɑh.ko.deh
Ándenbeaivahkku+N+Der/laš+A+Sg+Nom	Ándenbeaivahkolaš	ˈɑːnː.ten#peæj#vˌɑh.ko»lɑʃ
Ándenbeaivahkku+N+Pl+Com+PxSg3	Ándenbeaivahkuidisguin	ˈɑːnː.ten#peæj#vˌɑh.kuj.dˌis.gujn
Ándenbeaivahkku+N+Pl+Nom	Ándenbeaivahkut	ˈɑːnː.ten#peæj#vˌɑhː.kuh
Ándenbeaivahkku+N+Sg+Com+PxDu2	Ándenbeaivahkuineatte	ˈɑːnː.ten#peæj#vˌɑh.kuj.nˌĕæt.te
Ándenbeaivahkku+N+Sg+Com+PxSg1	Ándenbeaivahkuinan	ˈɑːnː.ten#peæj#vˌɑh.kuj.nɑn
Ándenbeaivahkku+N+Sg+Loc+PxDu2	Ándenbeaivahkusteatte	ˈɑːnː.ten#peæj#vˌɑhː.kus.tˌĕæt.te
Ándenbeaivahkku+N+Der/huvva+V+IV+Ind+Prt+ConNeg	Ándenbeaivahkuhuvvan	ˈɑːnː.ten#peæj#vˌɑh.ku»hˌuv.vɑn
Ándenbeaivahkku+N+Der/huvva+V+IV+VAbess	Ándenbeaivahkkohuvahaga	ˈɑːnː.ten#peæj#vˌɑhː.ko»hˌu.vɑ.hˌɑ.gɑ
Ánnávahkku+N+Sg+Acc+PxPl2	Ánnávahkodet	ˈɑːn.nɑː#vˌɑh.ko.deh
Ánnávahkku+N+Sg+Acc+PxSg2	Ánnávahkot	ˈɑːn.nɑː#vˌɑh.koh
Ánnávahkku+N+Sg+Gen+PxSg2	Ánnávahkot	ˈɑːn.nɑː#vˌɑh.koh
Ánnávahkku+N+Der/laš+A+Comp+Pl+Loc	Ánnávahkoleappuin	ˈɑːn.nɑː#vˌɑh.ko»lˌeæp.pujn
Ánnávahkku+N+Pl+Nom	Ánnávahkut	ˈɑːn.nɑː#vˌɑhː.kuh
Ánnávahkku+N+Sg+Acc+PxDu3	Ánnávahkuska	ˈɑːn.nɑː#vˌɑhː.kus.kɑ
Ánnávahkku+N+Sg+Acc+PxSg3	Ánnávahkus	ˈɑːn.nɑː#vˌɑhː.kus
Ánnávahkku+N+Sg+Acc	Ánnávahku	ˈɑːn.nɑː#vˌɑhː.ku
Ánnávahkku+N+Sg+Com+PxPl1	Ánnávahkuineamet	ˈɑːn.nɑː#vˌɑh.kuj.nˌĕæ.meh
Ánnávahkku+N+Der/heapmi+A+Attr+Der/vuohta+N+Sg+Ill	Ánnávahkuhisvuhtii	ˈɑːn.nɑː#vˌɑh.ku»his»vˌuh.tij
Ánnávahkku+N+Der/heapmi+A+Attr+Der/vuohta+N+Ess+PxDu1	Ánnávahkuhisvuohtaneame	ˈɑːn.nɑː#vˌɑh.ku»his»vˌuoh.tɑ.nˌĕæ.me
Ánnávahkku+N+Der/huhtti+V+TV+Sup	Ánnávahkuhuhtážit	ˈɑːn.nɑː#vˌɑh.ku»hˌuhː.tɑː.dʃih
Ánnávahkku+N+Sg+Acc+PxSg2	Ánnávahkkot	ˈɑːn.nɑː#vˌɑhː.koh
Ánnávahkku+N+Sg+Ill+PxDu1	Ánnávahkkoseame	ˈɑːn.nɑː#vˌɑhː.ko.sˌĕæ.me
Ánnávahkku+N+Sg+Ill+PxSg3	Ánnávahkkosis	ˈɑːn.nɑː#vˌɑhː.ko.sis
Ánnávahkku+N+Der/huhtti+V+TV+Ind+Prs+ConNeg	Ánnávahkkohuhte	ˈɑːn.nɑː#vˌɑhː.ko»hˌuh.te
Ánnávahkku+N+Der/huvva+V+IV+Imprt+Pl2	Ánnávahkkohuvvit	ˈɑːn.nɑː#vˌɑhː.ko»hˌuvː.vih
Ánnávahkku+N+Der/viđá+Adv	Ánnávahkkoviđá	ˈɑːn.nɑː#vˌɑhː.ko»vˌi.ðɑː
Ánnávahkku+N+Ess+PxDu2	Ánnávahkkuneatte	ˈɑːn.nɑː#vˌɑhː.ku.nˌĕæt.te
Ánnávahkku+N+Ess+PxSg2	Ánnávahkkunat	ˈɑːn.nɑː#vˌɑhː.ku.nɑh
Ánnávahkku+N+Pl+Nom	Ánnávahkkut	ˈɑːn.nɑː#vˌɑhː.kuh
Ánnávahkku+N+Pl+Acc+PxPl1	Ánnávahkkuideamet	ˈɑːn.nɑː#vˌɑhː.kuj.dˌĕæ.meh
Ánnávahkku+N+Pl+Nom+PxSg2	Ánnávahkkuidat	ˈɑːn.nɑː#vˌɑhː.kuj.dɑh
Ánnávahkku+N+Sg+Gen+PxSg3	Ánnávahkkus	ˈɑːn.nɑː#vˌɑhː.kus
Ánnávahkku+N+Sg+Nom	Ánnávahkku	ˈɑːn.nɑː#vˌɑhː.ku
áviisavalljivuohta+N+Sg+Ill	aviisavalljivuhtii	ˈɑ.vij.sɑ#vˌɑʎː.ʎi.vˌuh.tij
áviisavalljivuohta+N+Pl+Nom+PxDu1	aviisavalljivuođaideame	ˈɑ.vij.sɑ#vˌɑʎː.ʎi.vˌuo.ðɑj.dˌĕæ.me
áviisavalljivuohta+N+Pl+Nom+PxPl1	aviisavalljivuođaideamet	ˈɑ.vij.sɑ#vˌɑʎː.ʎi.vˌuo.ðɑj.dˌĕæ.meh
áviisavalljivuohta+N+Pl+Nom	aviisavalljivuođat	ˈɑ.vij.sɑ#vˌɑʎː.ʎi.vˌuo.ðɑh
áviisavalljivuohta+N+Sg+Gen+PxPl3	aviisavalljivuođaset	ˈɑ.vij.sɑ#vˌɑʎː.ʎi.vˌuo.ðɑ.seh
áviisavalljivuohta+N+Sg+Loc+PxDu2	aviisavalljivuođasteatte	ˈɑ.vij.sɑ#vˌɑʎː.ʎi.vˌuo.ðɑs.tˌĕæt.te
áviisavalljivuohta+N+Sg+Loc+PxPl3	aviisavalljivuođasteaset	ˈɑ.vij.sɑ#vˌɑʎː.ʎi.vˌuo.ðɑs.tˌĕæ.seh
áviisavalljivuohta+N+Ess+PxPl1	aviisavalljivuohtaneamet	ˈɑ.vij.sɑ#vˌɑʎː.ʎi.vˌuoh.tɑ.nˌĕæ.meh
áviisavalljivuohta+N+Ess+PxPl3	aviisavalljivuohtaneaset	ˈɑ.vij.sɑ#vˌɑʎː.ʎi.vˌuoh.tɑ.nˌĕæ.seh
áviisavalljivuohta+N+Ess+PxSg2	aviisavalljivuohtanat	ˈɑ.vij.sɑ#vˌɑʎː.ʎi.vˌuoh.tɑ.nɑh
áviisavalljivuohta+N+Sg+Gen+PxDu1	aviisavalljivuohtame	ˈɑ.vij.sɑ#vˌɑʎː.ʎi.vˌuoh.tɑ.me
áviisavalljivuohta+N+Sg+Ill+PxPl3	aviisavalljivuohtaseaset	ˈɑ.vij.sɑ#vˌɑʎː.ʎi.vˌuoh.tɑ.sˌĕæ.seh
áviisavalljivuohta+N+Sg+Ill+PxSg3	aviisavalljivuohtasis	ˈɑ.vij.sɑ#vˌɑʎː.ʎi.vˌuoh.tɑ.sis
áviisavalljivuohta+N+Sg+Nom+PxPl1	aviisavalljivuohtamet	ˈɑ.vij.sɑ#vˌɑʎː.ʎi.vˌuoh.tɑ.meh
ábit+N+Der/Dimin+N+Pl+Nom	ábážat	ˈɑː.bɑː»dʃɑh
áberávkkas+A+AttrCmp+Der/oasat+A+Ess	ábirávkkasoasagin	ˈɑː.bi#rˌɑːβɸ.kɑs»ˌoɑ.sɑ.gin
ábiruvvá+N+Der/viđá+Adv	ábiruvvaviđá	ˈɑː.bi#rˌuv.vɑ»vˌi.ðɑː
ábolaš+A+Sg+Nom	ábolaš	ˈɑː.bo.lɑʃ
ábas+A+Superl+Attr	áhpaseamos	ˈɑːh.pɑ.sˌĕæ.mos
ábit+N+Ess	áhpin	ˈɑːh.piːn
ábbut+V+IV+Cond+Prs+Sg1	áppošedjen	ˈɑːp.po.ʃˌec.cen
ádnu+N+Sg+Loc+PxDu1	átnusteame	ˈɑːt.nus.tˌĕæ.me
ággi+N+Sg+Ill+PxSg2	ággásat	ˈɑːgː.kɑː.sɑh
ággi+N+Der/heapmi+A+Attr+Der/vuohta+N+Pl+Acc+PxPl2	ákkehisvuođaideattet	ˈɑːk.ke»his»vˌuo.ðɑj.dˌĕæt.teh
áhčči+N+Sg+Com+PxDu1	áhčiineame	ˈɑːh.tʃij.nˌĕæ.me
áhčiidbeaikonsearta+N+Sg+Ill	áhčiidbeaikonsertii	ˈɑːh.tʃijh#peæj#khˌonː.ser.htij
áivan+A+AttrCmp+Der/asat+A+Attr	áivanasat	ˈɑːjː.vɑn»ˌɑ.sɑh
ája+N+Ess+PxDu2	ájaneatte	ˈɑː.jɑ.nˌĕæt.te
ája+N+Der/Dimin+N+Ess+PxDu1	ádjagažžaneame	ˈɑːc.cɑg»ˌɑdː.tʃɑ.nˌĕæ.me
ája+N+Pl+Nom	ádjagat	ˈɑːc.cɑ.gɑh
ákŋu+N+Der/huvva+V+IV+Imprt+Pl2	áŋohuvvet	ˈɑː.ŋo»hˌuv.veh
ákkis+N+Sg+Gen	ággása	ˈɑːgː.kɑː.sɑ
álus+N+Der/viđá+Adv	álusviđá	ˈɑː.lus»vˌi.ðɑː
ámta+N+Sg+Acc+PxSg2	ámttat	ˈɑːmht.tɑh
ánjis+N+Der/viđá+Adv	ánjisviđá	ˈɑːnː.jis»vˌi.ðɑː
ándagassiiátnun+N+Der/viđá+Adv	ándagassiiátnunviđá	ˈɑːnː.tɑ.gˌɑs.sij#ˌɑːt.nun»vˌi.ðɑː
ánjis+N+Sg+Loc+PxPl2	átnjásisttádet	ˈɑːt.ɲɑː.sˌis.tɑː.deh
ápmir+N+Der/heapmi+A+Ess	ámerheapmin	ˈɑː.mer»hˌeæp.min
ápmil+N+Der/Dimin+N+Ess+PxSg1	ápmilažžanan	ˈɑːp.mil»ˌɑdː.tʃɑ.nɑn
áppet+N+Pl+Nom	áppehat	ˈɑːp.pe.hɑh
áppádit+V+IV+Sup	áppádeažžat	ˈɑːp.pɑː.ðˌeædː.tʃɑh
ára+N+Sg+Nom	ára	ˈɑː.rɑ
árga+N+Sg+Com+PxSg2	árggainat	ˈɑːrk.kɑj.nɑh
árta+N+Ess+PxPl3	ártaneaset	ˈɑːrə.htɑ.nˌĕæ.seh
ása+N+Sg+Nom	ása	ˈɑː.sɑ
ássu+N+Der/huvva+V+IV+VAbess	ásuhuvahaga	ˈɑː.su»hˌu.vɑ.hˌɑ.gɑ
ásmá+N+Der/viđá+Adv	ásmaviđá	ˈɑːsː.mɑ»vˌi.ðɑː
átnut+V+TV+Ger+PxDu3	ánudettiineaskka	ˈɑː.nu.ðˌet.tij.nˌeæs.kɑ
átnut+V+TV+Imprt+Pl2	ádnot	ˈɑːd.noh
átnut+V+TV+Der/NomAg+N+Der/viđá+Adv	ádnuviđá	ˈɑːd.nu»vˌi.ðɑː
áđđestallat+V+TV+Imprt+Pl2	áđđestallet	ˈɑːð.ðes.tˌɑl.leh
áđđestallan+N+Sg+Loc+PxPl3	áđđestallamisttiset	ˈɑːð.ðes.tˌɑl.lɑ.mˌis.ti.seh
áŋaldat+N+Ess+PxDu2	áŋaldahkaneatte	ˈɑː.ŋɑl.dˌɑh.kɑ.nˌĕæt.te
áŋka+N+Sg+Gen+PxDu2	áŋkkade	ˈɑːŋŋ̊.kɑ.ðe
áššu+N+Pl+Nom+PxDu3	ášuideaskka	ˈɑː.ʃuj.dˌeæs.kɑ
áššu+G3+N+Sg+Nom	áššu	ˈɑːʃ.ʃuː
ødema+N+Sg+Gen	ødema	ˈø.de.mɑ
ødema+N+Sg+Com+PxSg1	ødemainan	ˈø.de.mˌɑj.nɑn
ødema+N+Sg+Loc+PxSg1	ødemastan	ˈø.de.mˌɑsː.tɑn
ødema+N+Der/Dimin+N+Sg+Nom	ødemaš	ˈø.de.mɑ»ʃ
ødema+N+Der/viđá+Adv	ødemaviđá	ˈø.de.mɑ»vˌi.ðɑː
ødema+N+Sg+Ill	ødemii	ˈø.de.mij
økonomiseret+V+TV+Ind+Prs+Pl2	økonomiserebehtet	ˈø.ko.nˌo.mi.sˌe.re.beh.teh
økonomiseret+V+TV+Ind+Prs+Sg3	økonomisere	ˈø.ko.nˌo.mi.sˌe.re
økonomiseret+V+TV+Pot+Prs+Sg3	økonomisereš	ˈø.ko.nˌo.mi.sˌe.reʃ
økonomiseret+V+TV+PrfPrc	økonomiseren	ˈø.ko.nˌo.mi.sˌe.ren
økonomiseret+V+TV+VAbess+A+Attr	økonomiserekeahtes	ˈø.ko.nˌo.mi.sˌe.re.kĕæh.tes
økonomiseret+V+TV+Imprt+Sg3	økonomiserejus	ˈø.ko.nˌo.mi.sˌe.re.jus
økonomiseret+V+TV+Der/NomAg+N+Sg+Ill	økonomiserejeaddjái	ˈø.ko.nˌo.mi.sˌe.re»j»ˌĕæɟː.cɑː»i
økonomiseret+V+TV+Der/PassL+V+IV+Actio+Com	økonomiserejuvvomiin	ˈø.ko.nˌo.mi.sˌe.re»jˌuv.vo.mijn
økonomiseret+V+TV+Der/PassL+V+IV+Actio+Ess	økonomiserejuvvomin	ˈø.ko.nˌo.mi.sˌe.re»jˌuv.vo.min
økonomiseret+V+TV+Der/PassL+V+IV+Der/upmi+N+Sg+Nom+PxSg1	økonomiserejupmán	ˈø.ko.nˌo.mi.sˌe.re»j»ˌup.mɑːn
økonomiseret+V+TV+Der/PassL+V+IV+Der/upmi+N+Sg+Ill+PxDu3	økonomiserejupmáseaskka	ˈø.ko.nˌo.mi.sˌe.re»j»ˌup.mɑː.sˌeæs.kɑ
økonomiseret+V+TV+Der/PassL+V+IV+Ind+Prt+Pl2	økonomiserejuvvuidet	ˈø.ko.nˌo.mi.sˌe.re»j»ˌuv.vuj.deh
økonomiseret+V+TV+Ind+Prt+Du1	økonomiseriime	ˈø.ko.nˌo.mi.sˌe.rij.me
økonomiseret+V+TV+Ind+Prt+Du2	økonomiseriide	ˈø.ko.nˌo.mi.sˌe.rij.de
økonomiseret+V+TV+Ind+Prt+Du3	økonomiseriiga	ˈø.ko.nˌo.mi.sˌe.rij.gɑ
økonomiseret+V+TV+Ind+Prt+Pl2	økonomiseriidet	ˈø.ko.nˌo.mi.sˌe.rij.deh
økonomiseret+V+TV+Ind+Prt+Sg3	økonomiserii	ˈø.ko.nˌo.mi.sˌe.rij
østrogena+N+Ess+PxDu1	østrogenaneame	ˈøst.ro.gˌe.nɑ.nˌĕæ.me
østrogena+N+Ess+PxSg1	østrogenanan	ˈøst.ro.gˌe.nɑ.nɑn
østrogena+N+Sg+Nom+PxDu3	østrogenaska	ˈøst.ro.gˌe.nɑs.kɑ
østrogena+N+Sg+Com+PxSg3	østrogenainis	ˈøst.ro.gˌe.nɑj.nis
østrogena+N+Sg+Loc	østrogenas	ˈøst.ro.gˌe.nɑs
østrogena+N+Sg+Loc+PxSg1	østrogenastan	ˈøst.ro.gˌe.nɑs.tɑn
østrogena+N+Der/huhtti+V+TV+Ger	østrogenahuhtidiin	ˈøst.ro.gˌe.nɑ»hˌuh.ti.dijn
østrogena+N+Der/laš+A+Sg+Nom	østrogenalaš	ˈøst.ro.gˌe.nɑ»lɑʃ
østrogena+N+Sg+Ill	østrogenii	ˈøst.ro.gˌe.nij
čalmmustahttit+V+TV+Ger+PxDu3	calmmustahtedettiineaskka	tsˈɑlmː.mus.tˌɑh.te.dˌet.tij.neæs.kɑ
čalmmustahttit+V+TV+Ind+Prs+ConNeg	calmmustahte	tsˈɑlmː.mus.tˌɑh.te
čalmmustahttit+V+TV+Pot+Prs+Pl1	calmmustahtežat	tsˈɑlmː.mus.tˌɑh.te.dʃɑh
čalmmustahttit+V+TV+VAbess	calmmustahtehaga	tsˈɑlmː.mus.tˌɑh.te.hˌɑ.gɑ
čalmmustahttit+V+TV+VAbess+A+Attr	calmmustahtekeahtes	tsˈɑlmː.mus.tˌɑh.te.kˌĕæh.tes
čalmmustahttit+V+TV+Ger	calmmustahtidettiin	tsˈɑlmː.mus.tˌɑh.ti.dˌet.tijn
čalmmustahttit+V+TV+Ind+Prt+Du2	calmmustahtiide	tsˈɑlmː.mus.tˌɑh.tij.de
čalmmustahttit+V+TV+Ind+Prt+Du3	calmmustahtiiga	tsˈɑlmː.mus.tˌɑh.tij.gɑ
čalmmustahttit+V+TV+VAbess+A+Attr	calmmustahtikeahtes	tsˈɑlmː.mus.tˌɑh.ti.kˌĕæh.tes
čalmmustahttit+V+TV+VAbess	calmmustahtikeahttájin	tsˈɑlmː.mus.tˌɑh.ti.kˌĕæhː.tɑː.jin
čalmmustahttit+V+TV+VGen	calmmustahti	tsˈɑlmː.mus.tˌɑhː.ti
čalmmustahttit+V+TV+Cond+Prs+Sg3	calmmustahtálii	tsˈɑlmː.mus.tˌɑhː.tɑː.lij
čalmmustahttit+V+TV+Cond+Prs+Pl1	calmmustahtášeimmet	tsˈɑlmː.mus.tˌɑhː.tɑː.ʃˌejm.meh
čalmmustahttit+V+TV+Cond+Prs+Sg2	calmmustahtášit	tsˈɑlmː.mus.tˌɑhː.tɑː.ʃih
čalmmustahttit+V+TV+Ind+Prs+Sg1	calmmustahtán	tsˈɑlmː.mus.tˌɑhː.tɑːn
čalmmustahttit+V+TV+Ind+Prs+Sg2	calmmustahtát	tsˈɑlmː.mus.tˌɑhː.tɑːh
čalmmustahttit+V+TV+Sup	calmmustahtážit	tsˈɑlmː.mus.tˌɑhː.tɑː.dʃih
čalmmustahttit+V+TV+Ind+Prs+Du1	calmmustahtte	tsˈɑlmː.mus.tˌɑhː.te
čalmmustahttit+V+TV+Der/meahttun+A+Sg+Acc	calmmustahttemeahttuma	tsˈɑlmː.mus.tˌɑhː.te»mˌĕæhː.tu.mɑ
čalmmustahttit+V+TV+Der/meahttun+A+Der/vuohta+N+Sg+Ill	calmmustahttemeahttunvuhtii	tsˈɑlmː.mus.tˌɑhː.te»mˌĕæhː.tun»vˌuh.tij
čalmmustahttit+V+TV+Imprt+Du2	calmmustahtti	tsˈɑlmː.mus.tˌɑhː.ti
čalmmustahttit+V+TV+Ind+Prs+Pl2	calmmustahttibehtet	tsˈɑlmː.mus.tˌɑhː.ti.bˌeh.teh
čalmmustahttit+V+TV+ConNegII	calmmustahtto	tsˈɑlmː.mus.tˌɑhː.to
čalmmustahttit+V+TV+Imprt+ConNegII	calmmustahtto	tsˈɑlmː.mus.tˌɑhː.to
čalmmustahttit+V+TV+Imprt+Du3	calmmustahttoska	tsˈɑlmː.mus.tˌɑhː.tos.kɑ
čalmmustahttit+V+TV+Der/PassL+V+IV+Der/supmi+N+Sg+Ill	calmmustahttosupmái	tsˈɑlmː.mus.tˌɑhː.to»sˌupː.mɑːj
čalmmustahttit+V+TV+Imprt+Du1	calmmustahttu	tsˈɑlmː.mus.tˌɑhː.tu
čalmmustahttit+V+TV+Der/NomAg+N+Sg+Acc+PxPl1	calmmustahttámet	tsˈɑlmː.mus.tˌɑhː.tɑː»meh
čalmmustahttit+V+TV+Ind+Prt+ConNeg	calmmustahttán	tsˈɑlmː.mus.tˌɑhː.tɑːn
čalmmustahttit+V+TV+Der/muš+N+Pl+Gen+PxPl3	calmmustahttámušaideaset	tsˈɑlmː.mus.tˌɑhː.tɑː»mˌu.ʃɑj.dˌĕæ.seh
čalmmustahttit+V+TV+Der/muš+N+Sg+Gen+PxDu1	calmmustahttámuššame	tsˈɑlmː.mus.tˌɑhː.tɑː»mˌuʃ.ʃɑ.me
č.ortnet+N+Pl+Nom	č.ortnegat	tʃ.ort.ne.gɑh
č.ortnet+N+Pl+Loc+PxDu2	č.ortnegiinnáde	tʃ.ort.ne.gijnː.nɑː.de
č.ortnet+N+Der/viđá+Adv	č.ortnetviđá	tʃ.ort.neh»vˌi.ðɑː
čaffat+A+Der/vuohta+N+Sg+Ill	čaffatvuhtii	tʃˈɑf.fɑːh»vˌuh.tij
čakčut+V+IV+VAbess	čavččuhaga	tʃˈɑβɸ.tʃu.hˌɑ.gɑ
čatnat+V+TV+Actio+Gen	čatnan	tʃˈɑtː.nɑːn
čalbmeáhkku+N+Der/Dimin+N+Der/Dimin+N+Sg+Gen+PxPl2	čálbmeáhkožaččadet	tʃˈɑːlə.pme#ˌɑːh.ko»dʃˌɑt.tʃɑ.deh
čalbmeáhkku+N+Der/heapmi+A+Attr	čálbmeáhkuhis	tʃˈɑːlə.pme#ˌɑːh.ku»his
čalbmeáhkku+N+Der/huhtti+V+TV+Ind+Prs+Sg1	čálbmeáhkuhuhtán	tʃˈɑːlə.pme#ˌɑːh.ku»hˌuhː.tɑːn
čalbmeáhkku+N+Sg+Ill+PxDu1	čálbmeáhkkoseame	tʃˈɑːlə.pme#ˌɑhː.ko.sˌĕæ.me
čalbmeáhkku+N+Sg+Ill	čálbmeáhkkui	tʃˈɑːlə.pme#ˌɑhː.kuj
čemihkalaš+A+Ess	čemihkalažžan	tʃˈeː.mih.kˌɑ.lɑdː.tʃɑn
čiksa+N+Sg+Loc	čivssas	tʃˈiβsː.sɑːs
činus+N+Ess	činusin	tʃˈi.nu.sin
čipma+N+Sg+Com+PxPl2	čimaineattet	tʃˈi.mɑːj.nˌĕæt.teh
čitnun+N+Der/viđá+Adv	čitnunviđá	tʃˈitː.nun»vˌi.ðɑː
čiđđit+V+IV+Ind+Prt+Du1	čiđiime	tʃˈiː.ðij.me
čogas+A+Der/vuohta+N+Pl+Nom	čogasvuođat	tʃˈo.gɑːs»vˌuo.ðɑh
čogu+N+Ess+PxSg2	čogunat	tʃˈo.gu.nɑh
čomistit+V+IV+Der/meahttun+A+Ess	čomismeahttumin	tʃˈoː.mis»mˌĕæhː.tu.min
čorostahttit+V+TV+Der/PassS+V+IV+Ind+Prt+Pl2	čorostahttuidet	tʃˈoː.ros.tˌɑhː.tu»ˌi.deh
čotta+N+Sg+Loc	čoddagis	tʃˈodː.tɑː.gis
čođđi+N+Sg+Loc	čođis	tʃˈo.ðiːs
čujolašvuohta+N+Sg+Ill	čujolašvuhtii	tʃˈu.jo.lˌɑʃ.vuh.tij
čulku+N+Sg+Nom+PxDu1	čulkome	tʃˈulə.hko.me
čulket+V+TV+Ind+Prt+Pl2	čulkiidet	tʃˈulə.hkij.deh
čuvlla+N+Sg+Ill	čuvllii	tʃˈuβl.lij
čájus+N+Pl+Nom	čádjosat	tʃˈɑːc.co.sɑh
čámsa+N+Ess+PxDu1	čámsaneame	tʃˈɑːmː.sɑ.nˌĕæ.me
čáris+A+AttrCmp+Der/juolggat+A+Sg+Nom	čáresjuolggat	tʃˈɑː.res»jˌuolk.kɑh
čátná+N+Pl+Ill+PxDu2	čánáidasade	tʃˈɑː.nɑːj.dˌɑ.sɑ.de
čátná+N+Sg+Ill+PxDu1	čátnáseame	tʃˈɑːt.nɑː.sˌĕæ.me
čávgŋi+N+Sg+Gen+Allegro	čávŋŋe	tʃˈɑːvŋ.ŋe
čávvat+V+IV+Ind+Prs+Sg3	čávvá	tʃˈɑːv.vɑː
čáŋadit+V+TV+VAbess+A+Attr	čáŋatkeahtes	tʃˈɑː.ŋɑh#khˌĕæh.tes
čáŋahit+V+TV+Imprt+Sg2	čáŋat	tʃˈɑː.ŋɑh
šakŋa+N+Der/Dimin+N+Sg+Acc	šaŋaža	ʃˈɑ.ŋɑː»dʃɑ
šallu+N+Sg+Acc+PxPl2	šalodet	ʃˈɑ.lo.ðeh
šargoŋŋa+N+Sg+Ill	šargoŋŋii	ʃˈɑrə.koŋ.ŋij
šekket+V+TV+Der/PassL+V+IV+Actio+Nom	šekkejuvvon	ʃˈek.ke»jˌuv.von
šelget+V+TV+Ind+Prt+Du3	šelgiiga	ʃˈelə.kij.gɑ
šerpet+V+TV+Ind+Prt+Du2	šerpiide	ʃˈerə.hpij.de
šerrosit+Adv	šerrosit	ʃˈer.ro.sih
šihttui+A+Sg+Loc	šihttos	ʃˈihː.tos
šikkas+N+Sg+Loc	šiggasis	ʃˈigː.kɑː.sis
šilla+N+Der/huhtti+V+TV+Der/PassL+V+IV+Actio+Com	šilahuhttojuvvomiin	ʃˈi.lɑː»hˌuhː.to.jˌuv.vo.mijn
šlembbon+N+Der/viđá+Adv	šlembbonviđá	ʃlˈemp.pon»vˌi.ðɑː
šliđardit+V+IV+VGen	šliđar	ʃlˈi.ðɑːr
šloagut+N+Der/Dimin+N+Ess	šlogožin	ʃlˈo.go»dʃin
šluŋki+N+Der/viđá+Adv	šluŋkeviđá	ʃlˈuŋŋ.ŋ̊ke»vˌi.ðɑː
šnjaggalit+V+IV+Imprt+Du2	šnjaggaleahkki	ʃɲˈɑgː.kɑː.lˌĕæhː.ki
šnjoarra+N+Sg+Loc+PxPl3	šnjoarasteaset	ʃɲˈoɑ.rɑs.tˌĕæ.seh
šnjuoggut+V+IV+Der/PassS+V+IV+Ind+Prt+Sg3	šnjuggui	ʃɲˈugː.ku»i
šnjuoggut+V+IV+VAbess+A+Attr	šnjuokkokeahtes	ʃɲˈŭok.ko.kˌĕæh.tes
šnjuoggut+V+IV+VGen	šnjuokku	ʃɲˈŭŏkː.kuː
šoarrat+V+IV+Ind+Prt+Sg1	šorren	ʃˈor.ren
šokčá+N+Sg+Com+PxPl1	šovččáineamet	ʃˈoβɸː.tʃɑːj.nˌĕæ.meh
šombárastit+V+IV+Ind+Prt+Sg3	šombárasttii	ʃˈomː.pɑː.rˌɑs.tij
