Aachen+N+Prop+Ess	Aachenin	ˈɑːts.he.n>in
Outinen+N+Prop+Sem/Sur+Sg+Gen	Outisa	ˈou.ti>.sɑ
Paajanen+N+Prop+Sem/Sur+Pl+Acc	Paajasiid	pˈɑː.jɑ>.sijh
Paappanen+N+Prop+Sem/Sur+Sg+Gen	Paappasa	pˈɑːp.pɑ>.sɑ
Pahaoja+N+Prop+Sem/Sur+Pl+Nom	Pahaojat	pˈɑ.hɑ#ˌo.jɑ>h
Pahaoja+N+Prop+Sem/Sur+Sg+Acc	Pahaoja	pˈɑ.hɑ#ˌo.jɑ>
Pahkasalo+N+Prop+Sg+Acc	Pahkasalo	pˈɑh.kɑ#sˌɑ.lo>
Pahtavaara+N+Prop+Sg+Nom	Pahtavaara	pˈɑh.tɑ.vˌɑː.rɑ>
Pajala+N+Prop+Sg+Nom	Pajala	pˈɑ.jɑ.lɑ>
Pajamäki+N+Prop+Sg+Loc	Pajamäks	pˈɑ.jɑ#mæk>s
Pajarinen+N+Prop+Sem/Sur+Pl+Gen	Pajarisiid	pˈɑ.jɑ.ri>.sijh
Pajunen+N+Prop+Sem/Sur+Sg+Loc	Pajunenis	pˈɑ.ju>.ne.nis
Pakkala+N+Prop+Sg+Nom	Pakkala	pˈɑk.kɑ.lɑ>
Pakola+N+Prop+Sem/Sur+Pl+Loc	Pakolain	pˈɑ.ko.lɑ>in
Paljakka+N+Prop+Sg+Acc	Paljakka	pˈɑl.jɑk.kɑ>
Palttala+N+Prop+Sem/Sur+Pl+Nom	Palttalat	pˈɑlt.tɑ.lɑ>h
Palviainen+N+Prop+Sem/Sur+Sg+Com	Palviaineniin	pˈɑlː.vi.ɑj>.ne.nijn
Pankka+N+Prop+Sem/Sur+Pl+Nom	Pankkat	pˈɑŋk.kɑ>h
Pannula+N+Prop+Sem/Sur+Pl+Nom	Pannulat	pˈɑn.nu.lɑ>h
Panttila+N+Prop+Sem/Sur+Pl+Nom	Panttilat	pˈɑnt.ti.lɑ>h
Papinaho+N+Prop+Sem/Sur+Ess	Papinahon	pˈɑ.pin#ˌɑ.ho>n
Papunen+N+Prop+Sem/Sur+Ess	Papunenin	pˈɑ.pu>.ne.nin
Papunen+N+Prop+Sem/Sur+Sg+Com	Papusiin	pˈɑ.pu>.sijn
Parantainen+N+Prop+Sem/Sur+Ess	Parantainenin	pˈɑ.rɑnː.tɑj>.ne.nin
Parantainen+N+Prop+Sem/Sur+Pl+Nom	Parantainenat	pˈɑ.rɑnː.tɑj>.ne.nɑh
Parkkila+N+Prop+Sg+Ill	Parkkilai	pˈɑrk.ki.lɑ>i
Parpala+N+Prop+Sem/Sur+Ess	Parpalan	pˈɑrː.pɑ.lɑ>n
Pasonen+N+Prop+Sem/Sur+Ess	Pasosin	pˈɑ.so>.sin
Pasonen+N+Prop+Sem/Sur+Sg+Com	Pasosiin	pˈɑ.so>.sijn
Passoja+N+Prop+Sg+Gen	Passoja	pˈɑsː#ˌo.jɑ>
Passoja+N+Prop+Sg+Ill	Passojai	pˈɑsː#ˌo.jɑ>i
Patanen+N+Prop+Sem/Sur+Sg+Gen	Patasa	pˈɑ.tɑ>.sɑ
Patosalmi+N+Prop+Sem/Sur+Ess	Patosalmin	pˈɑ.to#sˌɑl.mi>n
Patrakka+N+Prop+Sem/Sur+Sg+Loc	Patrakkas	pˈɑt.rɑk.kɑ>s
Patsjoki+N+Prop+Sg+Loc	Patsjokis	pˈɑts#jˌo.ki>s
Paunonen+N+Prop+Sem/Sur+Sg+Loc	Paunonenis	pˈɑu.no>.ne.nis
Pehkonen+N+Prop+Sem/Sur+Ess	Pehkonenin	pˈeh.ko>.ne.nin
Pehkonen+N+Prop+Sem/Sur+Sg+Nom	Pehkonen	pˈeh.ko>.nen
Pehkonen+N+Prop+Sem/Sur+Pl+Nom	Pehkosat	pˈeh.ko>.sɑh
Peiponen+N+Prop+Sem/Sur+Ess	Peiponenin	pˈejː.po>.ne.nin
Peiponen+N+Prop+Sem/Sur+Pl+Nom	Peiponenat	pˈejː.po>.ne.nɑh
Peiponen+N+Prop+Sem/Sur+Pl+Ill	Peiponeniidda	pˈejː.po>.ne.nijt.tɑ
Peiponen+N+Prop+Sem/Sur+Sg+Gen	Peiponena	pˈejː.po>.ne.nɑ
Peiponen+N+Prop+Sem/Sur+Sg+Loc	Peiponenis	pˈejː.po>.ne.nis
Peiponen+N+Prop+Sem/Sur+Ess	Peiposin	pˈejː.po>.sin
Peiponen+N+Prop+Sem/Sur+Pl+Nom	Peiposat	pˈejː.po>.sɑh
Peiponen+N+Prop+Sem/Sur+Sg+Com	Peiposiin	pˈejː.po>.sijn
Pekkinen+N+Prop+Sem/Sur+Pl+Acc	Pekkineniid	pˈek.ki>.ne.nijh
Pekonen+N+Prop+Sem/Sur+Pl+Nom	Pekosat	pˈe.ko>.sɑh
Peldojärvi+N+Prop+Sg+Nom	Peldojärv	pˈelː.to#jærv>
Pelkonen+N+Prop+Sem/Sur+Sg+Gen+Allegro	Pelkonen	pˈelː.ko>.nen
Pennala+N+Prop+Sem/Sur+Pl+Com	Pennalaiguin	pˈen.nɑ.lɑ>i.gujn
Pennala+N+Prop+Sem/Sur+Sg+Com	Pennalain	pˈen.nɑ.lɑ>in
Pennanen+N+Prop+Sem/Sur+Pl+Acc	Pennaneniid	pˈen.nɑ>.ne.nijh
Pentikäinen+N+Prop+Sem/Sur+Pl+Com	Pentikäineniiguin	pˈenː.ti.kæj>.ne.nij.gujn
Perkola+N+Prop+Sem/Sur+Pl+Com	Perkolaiguin	pˈerː.ko.lɑ>i.gujn
Pernaa+N+Prop+Sg+Ill	Pernaai	pˈer.nɑː>i
Pernaa+N+Prop+Sg+Loc	Pernaas	pˈer.nɑː>s
Perttola+N+Prop+Sem/Sur+Sg+Com	Perttolain	pˈert.to.lɑ>in
Perälä+N+Prop+Sg+Nom	Perälä	pˈe.ræ.læ>
Pessala+N+Prop+Sem/Sur+Pl+Nom	Pessalat	pˈes.sɑ.lɑ>h
Pessala+N+Prop+Sem/Sur+Sg+Ill	Pessalai	pˈes.sɑ.lɑ>i
Pessinen+N+Prop+Sem/Sur+Sg+Com	Pessineniin	pˈes.si>.ne.nijn
Pessinen+N+Prop+Sem/Sur+Sg+Com	Pessisiin	pˈes.si>.sijn
Pesälä+N+Prop+Sg+Com	Pesäläin	pˈe.sæ.læ>in
Pettinen+N+Prop+Sem/Sur+Sg+Ill	Pettinenii	pˈet.ti>.ne.nij
Petäjäniemi+N+Prop+Sem/Sur+Sg+Ill	Petäjäniemii	pˈe.tæ.jæ#nˌie.mi>i
Peuhkurinen+N+Prop+Sem/Sur+Pl+Nom	Peuhkurinenat	pˈeuh.ku.ri>.ne.nɑh
Peuhkurinen+N+Prop+Sem/Sur+Ess	Peuhkurisin	pˈeuh.ku.ri>.sin
Peuhkurinen+N+Prop+Sem/Sur+Sg+Acc	Peuhkurisa	pˈeuh.ku.ri>.sɑ
Piaskainen+N+Prop+Sem/Sur+Ess	Piaskainenin	pˈi.ɑs.kɑj>.ne.nin
Piepponen+N+Prop+Sem/Sur+Sg+Gen	Piepponena	pˈĭep.po>.ne.nɑ
Piepponen+N+Prop+Sem/Sur+Pl+Nom	Piepposat	pˈĭep.po>.sɑh
Piesanen+N+Prop+Sem/Sur+Sg+Gen	Piesasa	pˈie.sɑ>.sɑ
Pihala+N+Prop+Sem/Sur+Sg+Loc	Pihalas	pˈi.hɑ.lɑ>s
Pihlainen+N+Prop+Sem/Sur+Ess	Pihlaisin	pˈih.lɑj>.sin
Piilonen+N+Prop+Sem/Sur+Pl+Nom	Piilonenat	pˈijː.lo>.ne.nɑh
Piilonen+N+Prop+Sem/Sur+Sg+Ill	Piilonenii	pˈijː.lo>.ne.nij
Pikkarainen+N+Prop+Sem/Sur+Ess	Pikkaraisin	pˈik.kɑ.rɑj>.sin
Piltonen+N+Prop+Sem/Sur+Pl+Gen	Piltoneniid	pˈilː.to>.ne.nijh
Piltonen+N+Prop+Sem/Sur+Sg+Com	Piltoneniin	pˈilː.to>.ne.nijn
Piltonen+N+Prop+Sem/Sur+Sg+Com	Piltosiin	pˈilː.to>.sijn
Pinola+N+Prop+Sem/Sur+Pl+Com	Pinolaiguin	pˈi.no.lɑ>i.gujn
Pinomäki+N+Prop+Sg+Loc	Pinomäks	pˈi.no#mæk>s
Pirinen+N+Prop+Sem/Sur+Sg+Loc	Pirisis	pˈi.ri>.sis
Pirttikoski+N+Prop+Ess	Pirttikoskin	pˈirt.ti#kˌosː.ki>n
Pisilä+N+Prop+Sem/Sur+Sg+Acc	Pisilä	pˈi.si.læ>
Pitkonen+N+Prop+Sem/Sur+Pl+Gen	Pitkoneniid	pˈitː.ko>.ne.nijh
Pitkonen+N+Prop+Sem/Sur+Sg+Nom	Pitkonen	pˈitː.ko>.nen
Pohjala+N+Prop+Sem/Sur+Pl+Ill	Pohjalaide	pˈoh.jɑ.lɑ>i.de
Pohjanrinne+N+Prop+Sem/Sur+Pl+Nom	Pohjanrinnet	pˈoh.jɑn#rˌin.ne>h
Pohjavirta+N+Prop+Sem/Sur+Sg+Loc	Pohjavirtas	pˈoh.jɑ#vˌirː.tɑ>s
Pohjonen+N+Prop+Sem/Sur+Sg+Loc	Pohjosis	pˈoh.jo>.sis
Poikulainen+N+Prop+Sem/Sur+Pl+Com	Poikulaineniiguin	pˈojː.ku.lɑj>.ne.nij.gujn
Pojanrinne+N+Prop+Sem/Sur+Sg+Ill	Pojanrinnii	pˈo.jɑn#rˌin.ni>i
Polojärvi+N+Prop+Sem/Sur+Pl+Nom	Polojärvt	pˈo.lo#jærv>h
Polvinen+N+Prop+Sem/Sur+Pl+Nom	Polvisat	pˈolː.vi>.sɑh
Polvinen+N+Prop+Sem/Sur+Pl+Acc	Polvisiid	pˈolː.vi>.sijh
Ponkala+N+Prop+Sem/Sur+Ess	Ponkalan	pˈoŋŋ.kɑ.lɑ>n
Ponkala+N+Prop+Sem/Sur+Pl+Gen	Ponkalaid	pˈoŋŋ.kɑ.lɑ>id
Ponkala+N+Prop+Sem/Sur+Pl+Nom	Ponkalat	pˈoŋŋ.kɑ.lɑ>h
Poranen+N+Prop+Sem/Sur+Sg+Acc	Poranena	pˈo.rɑ>.ne.nɑ
Porola+N+Prop+Sem/Sur+Pl+Ill	Porolaide	pˈo.ro.lɑ>i.de
Postila+N+Prop+Sem/Sur+Pl+Ill	Postilaide	pˈosː.ti.lɑ>i.de
Postila+N+Prop+Sem/Sur+Sg+Gen	Postila	pˈosː.ti.lɑ>
Poukka+N+Prop+Sem/Sur+Pl+Acc	Poukkaid	pˈouk.kɑ>id
Poukka+N+Prop+Sem/Sur+Pl+Nom	Poukkat	pˈouk.kɑ>h
Poutiainen+N+Prop+Sem/Sur+Sg+Gen	Poutiainena	pˈou.ti.ɑj>.ne.nɑ
Prinkkilä+N+Prop+Sem/Sur+Pl+Acc	Prinkkiläid	prˈiŋk.ki.læ>id
Prinkkilä+N+Prop+Sem/Sur+Sg+Com	Prinkkiläin	prˈiŋk.ki.læ>in
Prinkkilä+N+Prop+Sem/Sur+Sg+Loc	Prinkkiläs	prˈiŋk.ki.læ>s
Prittinen+N+Prop+Sem/Sur+Pl+Com	Prittineniiguin	prˈit.ti>.ne.nij.gujn
Prittinen+N+Prop+Sem/Sur+Sg+Gen	Prittinena	prˈit.ti>.ne.nɑ
Prittinen+N+Prop+Sem/Sur+Ess	Prittisin	prˈit.ti>.sin
Prittinen+N+Prop+Sem/Sur+Pl+Acc	Prittisiid	prˈit.ti>.sijh
Prittinen+N+Prop+Sem/Sur+Pl+Loc	Prittisiin	prˈit.ti>.sijn
Prusila+N+Prop+Sem/Sur+Ess	Prusilan	prˈu.si.lɑ>n
Prusila+N+Prop+Sem/Sur+Pl+Acc	Prusilaid	prˈu.si.lɑ>id
Prusila+N+Prop+Sem/Sur+Pl+Nom	Prusilat	prˈu.si.lɑ>h
Prusila+N+Prop+Sem/Sur+Sg+Nom	Prusila	prˈu.si.lɑ>
Prusila+N+Prop+Sem/Sur+Sg+Loc	Prusilas	prˈu.si.lɑ>s
Puhakka+N+Prop+Sem/Sur+Sg+Loc	Puhakkas	pˈu.hɑk.kɑ>s
Puikkonen+N+Prop+Sem/Sur+Sg+Acc	Puikkonen	pˈujk.ko>.nen
Puisto+N+Prop+Sg+Loc	Puistos	pˈujː.sto>s
Pula+N+Prop+Sg+Com	Pulain	pˈu.lɑ>in
Punkkinen+N+Prop+Sem/Sur+Sg+Com	Punkkineniin	pˈuŋk.ki>.ne.nijn
Punnonen+N+Prop+Sem/Sur+Pl+Nom	Punnonenat	pˈun.no>.ne.nɑh
Punnonen+N+Prop+Sem/Sur+Sg+Acc	Punnonena	pˈun.no>.ne.nɑ
Punnonen+N+Prop+Sem/Sur+Ess	Punnosin	pˈun.no>.sin
Punnonen+N+Prop+Sem/Sur+Sg+Com	Punnosiin	pˈun.no>.sijn
Puolakanaho+N+Prop+Sem/Sur+Pl+Nom	Puolakanahot	pˈuo.lɑ.kɑn#ˌɑ.ho>h
Puolimatka+N+Prop+Sem/Sur+Pl+Acc	Puolimatkaid	pˈuo.li#mˌɑtː.kɑ>id
Puolimatka+N+Prop+Sem/Sur+Sg+Loc	Puolimatkas	pˈuo.li#mˌɑtː.kɑ>s
Puotiniemi+N+Prop+Ess	Puotiniemin	pˈuo.ti#nˌie.mi>n
Purmonen+N+Prop+Sem/Sur+Sg+Loc	Purmosis	pˈur.mo>.sis
Pursiainen+N+Prop+Sem/Sur+Pl+Loc	Pursiaisiin	pˈurː.si.ɑj>.sijn
Puruskainen+N+Prop+Sem/Sur+Pl+Nom	Puruskainenat	pˈu.rus.kɑj>.ne.nɑh
Puskala+N+Prop+Sem/Sur+Pl+Gen	Puskalaid	pˈusː.kɑ.lɑ>id
Pussinen+N+Prop+Sem/Sur+Sg+Acc	Pussinen	pˈus.si>.nen
Pussinen+N+Prop+Sem/Sur+Sg+Com	Pussineniin	pˈus.si>.ne.nijn
Putkinen+N+Prop+Sem/Sur+Ess	Putkinenin	pˈutː.ki>.ne.nin
Putkonen+N+Prop+Sem/Sur+Sg+Gen	Putkosa	pˈutː.ko>.sɑ
Puttonen+N+Prop+Sem/Sur+Pl+Loc	Puttosiin	pˈut.to>.sijn
Puttonen+N+Prop+Sem/Sur+Sg+Gen	Puttosa	pˈut.to>.sɑ
Puttonen+N+Prop+Sem/Sur+Sg+Ill	Puttosii	pˈut.to>.sij
Puusaari+N+Prop+Sem/Sur+Sg+Acc	Puusaari	pˈuː#sˌɑː.ri>
Puusaari+N+Prop+Sem/Sur+Sg+Ill	Puusaarii	pˈuː#sˌɑː.ri>i
Pyhtilä+N+Prop+Sem/Sur+Ess	Pyhtilän	pˈyh.ti.læ>n
Pyhtilä+N+Prop+Sem/Sur+Sg+Com	Pyhtiläin	pˈyh.ti.læ>in
Pyhtilä+N+Prop+Sem/Sur+Sg+Ill	Pyhtiläi	pˈyh.ti.læ>i
Pyhäjärvi+N+Prop+Sg+Gen	Pyhäjärv	pˈy.hæ#jærv>
Pyhäluoto+N+Prop+Sem/Sur+Sg+Loc	Pyhäluotos	pˈy.hæ#lˌŭo.to>s
Pyhälä+N+Prop+Sem/Sur+Sg+Gen	Pyhälä	pˈy.hæ.læ>
Pyhätunturi+N+Prop+Ess	Pyhätunturin	pˈy.hæ.tˌunː.tu.ri>n
Pykälä+N+Prop+Sem/Sur+Ess	Pykälän	pˈy.kæ.læ>n
Pykälä+N+Prop+Sem/Sur+Pl+Ill	Pykäläide	pˈy.kæ.læ>i.de
Pykälä+N+Prop+Sem/Sur+Sg+Nom	Pykälä	pˈy.kæ.læ>
Pykäläinen+N+Prop+Sem/Sur+Ess	Pykäläinenin	pˈy.kæ.læj>.ne.nin
Pykäläinen+N+Prop+Sem/Sur+Sg+Acc	Pykäläisa	pˈy.kæ.læj>.sɑ
Pykäläinen+N+Prop+Sem/Sur+Sg+Ill	Pykäläisii	pˈy.kæ.læj>.sij
Pylkkönen+N+Prop+Sem/Sur+Pl+Loc	Pylkköneniin	pˈylk.kø>.ne.nijn
Pynnönen+N+Prop+Sem/Sur+Ess	Pynnönenin	pˈyn.nø>.ne.nin
Pynnönen+N+Prop+Sem/Sur+Sg+Gen+Allegro	Pynnönen	pˈyn.nø>.nen
Pynnönen+N+Prop+Sem/Sur+Sg+Gen	Pynnösa	pˈyn.nø>.sɑ
Pynnönen+N+Prop+Sem/Sur+Sg+Loc	Pynnösis	pˈyn.nø>.sis
Pyrhönen+N+Prop+Sem/Sur+Ess	Pyrhönenin	pˈyr.hø>.ne.nin
Pyrhönen+N+Prop+Sem/Sur+Ess	Pyrhösin	pˈyr.hø>.sin
Pystynen+N+Prop+Sem/Sur+Sg+Acc	Pystynen	pˈysː.ty>.nen
Pyykkö+N+Prop+Sg+Gen	Pyykkö	pˈyyk.kø>
Pyymäki+N+Prop+Sem/Sur+Ess	Pyymäkn	pˈyy#mæk>n
Pyörälä+N+Prop+Sg+Loc	Pyöräläs	pˈyø.ræ.læ>s
Päivinen+N+Prop+Sem/Sur+Pl+Com	Päivineniiguin	pˈæjː.vi>.ne.nij.gujn
Päivinen+N+Prop+Sem/Sur+Pl+Gen	Päivisiid	pˈæjː.vi>.sijh
Päivinen+N+Prop+Sem/Sur+Sg+Acc	Päivisa	pˈæjː.vi>.sɑ
Päiväniemi+N+Prop+Sg+Loc	Päiväniemis	pˈæjː.væ#nˌie.mi>s
Päivärinne+N+Prop+Sem/Sur+Sg+Com	Päivärinniin	pˈæjː.væ#rˌin.ni>in
Päivärinta+N+Prop+Sem/Sur+Ess	Päivärintan	pˈæjː.væ#rˌinː.tɑ>n
Päkkilä+N+Prop+Sem/Sur+Pl+Com	Päkkiläiguin	pˈæk.ki.læ>i.gujn
Päkkilä+N+Prop+Sem/Sur+Pl+Nom	Päkkilät	pˈæk.ki.læ>h
Päkkilä+N+Prop+Sem/Sur+Sg+Acc	Päkkilä	pˈæk.ki.læ>
Päkkilä+N+Prop+Sem/Sur+Sg+Nom	Päkkilä	pˈæk.ki.læ>
Päkkilä+N+Prop+Sem/Sur+Sg+Ill	Päkkiläi	pˈæk.ki.læ>i
Päkkilä+N+Prop+Sem/Sur+Sg+Loc	Päkkiläs	pˈæk.ki.læ>s
Pänkäläinen+N+Prop+Sem/Sur+Ess	Pänkäläinenin	pˈæŋŋ.kæ.læj>.ne.nin
Pänkäläinen+N+Prop+Sem/Sur+Sg+Acc	Pänkäläinen	pˈæŋŋ.kæ.læj>.nen
Pänkäläinen+N+Prop+Sem/Sur+Sg+Gen	Pänkäläinena	pˈæŋŋ.kæ.læj>.ne.nɑ
Pänkäläinen+N+Prop+Sem/Sur+Pl+Ill	Pänkäläisiidda	pˈæŋŋ.kæ.læj>.sijt.tɑ
Pänkäläinen+N+Prop+Sem/Sur+Sg+Com	Pänkäläisiin	pˈæŋŋ.kæ.læj>.sijn
Pärkkä+N+Prop+Sem/Sur+Sg+Loc	Pärkkäs	pˈærk.kæ>s
Pärnänen+N+Prop+Sem/Sur+Ess	Pärnäsin	pˈær.næ>.sin
Pärnänen+N+Prop+Sem/Sur+Pl+Nom	Pärnäsat	pˈær.næ>.sɑh
Pärssinen+N+Prop+Sem/Sur+Pl+Ill	Pärssineniidda	pˈærs.si>.ne.nijt.tɑ
Pärssinen+N+Prop+Sem/Sur+Pl+Loc	Pärssisiin	pˈærs.si>.sijn
Pätilä+N+Prop+Sem/Sur+Pl+Nom	Pätilät	pˈæ.ti.læ>h
Pätilä+N+Prop+Sem/Sur+Sg+Ill	Pätiläi	pˈæ.ti.læ>i
Pätynen+N+Prop+Sem/Sur+Sg+Gen	Pätynena	pˈæ.ty>.ne.nɑ
Pätynen+N+Prop+Sem/Sur+Sg+Acc	Pätysa	pˈæ.ty>.sɑ
Pätynen+N+Prop+Sem/Sur+Sg+Gen	Pätysa	pˈæ.ty>.sɑ
Pätynen+N+Prop+Sem/Sur+Sg+Com	Pätysiin	pˈæ.ty>.sijn
Pääjärvi+N+Prop+Sg+Acc	Pääjärv	pˈææ#jærv>
Pääkkö+N+Prop+Sg+Acc	Pääkkö	pˈææk.kø>
Pääkkö+N+Prop+Sg+Com	Pääkköin	pˈææk.kø>in
Päätalo+N+Prop+Sem/Sur+Sg+Gen	Päätalo	pˈææ#tˌɑ.lo>
Pöllänen+N+Prop+Sem/Sur+Pl+Loc	Pölläneniin	pˈøl.læ>.ne.nijn
Pöllänen+N+Prop+Sem/Sur+Ess	Pölläsin	pˈøl.læ>.sin
Pöllönen+N+Prop+Sem/Sur+Ess	Pöllönenin	pˈøl.lø>.ne.nin
Pöllönen+N+Prop+Sem/Sur+Sg+Loc	Pöllösis	pˈøl.lø>.sis
Pölönen+N+Prop+Sem/Sur+Pl+Acc	Pölöneniid	pˈø.lø>.ne.nijh
Pölönen+N+Prop+Sem/Sur+Sg+Nom	Pölönen	pˈø.lø>.nen
Pölönen+N+Prop+Sem/Sur+Ess	Pölösin	pˈø.lø>.sin
Pölönen+N+Prop+Sem/Sur+Pl+Nom	Pölösat	pˈø.lø>.sɑh
Pölönen+N+Prop+Sem/Sur+Sg+Gen	Pölösa	pˈø.lø>.sɑ
Pönkänen+N+Prop+Sem/Sur+Pl+Nom	Pönkänenat	pˈøŋŋ.kæ>.ne.nɑh
Pönkänen+N+Prop+Sem/Sur+Pl+Ill	Pönkäneniidda	pˈøŋŋ.kæ>.ne.nijt.tɑ
Pöntinen+N+Prop+Sem/Sur+Sg+Gen	Pöntisa	pˈønː.ti>.sɑ
Pöntinen+N+Prop+Sem/Sur+Sg+Loc	Pöntisis	pˈønː.ti>.sis
Pöntynen+N+Prop+Sem/Sur+Sg+Acc	Pöntynen	pˈønː.ty>.nen
Pöntynen+N+Prop+Sem/Sur+Pl+Nom	Pöntysat	pˈønː.ty>.sɑh
Pöppönen+N+Prop+Sem/Sur+Ess	Pöppönenin	pˈøp.pø>.ne.nin
Pöppönen+N+Prop+Sem/Sur+Pl+Acc	Pöppöneniid	pˈøp.pø>.ne.nijh
Pöppönen+N+Prop+Sem/Sur+Pl+Gen	Pöppöneniid	pˈøp.pø>.ne.nijh
Pöppönen+N+Prop+Sem/Sur+Sg+Nom	Pöppönen	pˈøp.pø>.nen
Pöppönen+N+Prop+Sem/Sur+Sg+Gen	Pöppönena	pˈøp.pø>.ne.nɑ
Pöppönen+N+Prop+Sem/Sur+Sg+Ill	Pöppönenii	pˈøp.pø>.ne.nij
Pöppönen+N+Prop+Sem/Sur+Ess	Pöppösin	pˈøp.pø>.sin
Pöppönen+N+Prop+Sem/Sur+Sg+Com	Pöppösiin	pˈøp.pø>.sijn
Pörhölä+N+Prop+Ess	Pörhölän	pˈør.hø.læ>n
Pörhölä+N+Prop+Sg+Loc	Pörhöläs	pˈør.hø.læ>s
Pöyhönen+N+Prop+Sem/Sur+Pl+Nom	Pöyhönenat	pˈø.y.hø>.ne.nɑh
Pöyhönen+N+Prop+Sem/Sur+Sg+Acc	Pöyhönena	pˈø.y.hø>.ne.nɑ
Pöyhönen+N+Prop+Sem/Sur+Pl+Nom	Pöyhösat	pˈø.y.hø>.sɑh
Pöykkö+N+Prop+Ess	Pöykkön	pˈø.yk.kø>n
Pöykkö+N+Prop+Sg+Com	Pöykköin	pˈø.yk.kø>in
Pöykkö+N+Prop+Sg+Ill	Pöykköi	pˈø.yk.kø>i
Raasakka+N+Prop+Sem/Sur+Pl+Nom	Raasakkat	rˈɑː.sɑk.kɑ>h
Raatikainen+N+Prop+Sem/Sur+Pl+Loc	Raatikaisiin	rˈɑː.ti.kɑj>.sijn
Rahikainen+N+Prop+Sem/Sur+Sg+Gen	Rahikainena	rˈɑ.hi.kɑj>.ne.nɑ
Rahkala+N+Prop+Sem/Sur+Sg+Acc	Rahkala	rˈɑh.kɑ.lɑ>
Rahnasto+N+Prop+Sem/Sur+Pl+Loc	Rahnastoin	rˈɑh.nɑs.to>in
Raikunen+N+Prop+Sem/Sur+Ess	Raikusin	rˈɑjː.ku>.sin
Rajakangas+N+Prop+Sg+Gen+Allegro	Rajakangas	rˈɑ.jɑ#kˌɑŋ.ŋɑs>
Rajalahti+N+Prop+Ess	Rajalahtin	rˈɑ.jɑ#lˌɑh.ti>n
Rajamäki+N+Prop+Sg+Nom	Rajamäk	rˈɑ.jɑ#mæk>
Rajasalo+N+Prop+Sem/Sur+Ess	Rajasalon	rˈɑ.jɑ#sˌɑ.lo>n
Rakkola+N+Prop+Sem/Sur+Sg+Gen	Rakkola	rˈɑk.ko.lɑ>
Rannila+N+Prop+Sem/Sur+Ess	Rannilan	rˈɑn.ni.lɑ>n
Rannila+N+Prop+Sem/Sur+Pl+Nom	Rannilat	rˈɑn.ni.lɑ>h
Rannila+N+Prop+Sem/Sur+Sg+Acc	Rannila	rˈɑn.ni.lɑ>
Rantanen+N+Prop+Sem/Sur+Pl+Nom	Rantasat	rˈɑnː.tɑ>.sɑh
Rasinkangas+N+Prop+Sg+Gen+Allegro	Rasinkangas	rˈɑ.sin#kˌɑŋ.ŋɑs>
Rasinkangas+N+Prop+Sg+Loc	Rasinkangasis	rˈɑ.sin#kˌɑŋ.ŋɑ.s>is
Ratilainen+N+Prop+Sem/Sur+Pl+Nom	Ratilainenat	rˈɑ.ti.lɑj>.ne.nɑh
Ratilainen+N+Prop+Sem/Sur+Pl+Loc	Ratilaineniin	rˈɑ.ti.lɑj>.ne.nijn
Ratinen+N+Prop+Sem/Sur+Ess	Ratisin	rˈɑ.ti>.sin
Rauhaniemi+N+Prop+Sg+Com	Rauhaniemiin	rˈɑu.hɑ#nˌie.mi>in
Raukola+N+Prop+Sem/Sur+Pl+Nom	Raukolat	rˈɑu.ko.lɑ>h
Rautakoski+N+Prop+Sem/Sur+Sg+Loc	Rautakoskis	rˈɑu.tɑ#kˌosː.ki>s
Rautaoja+N+Prop+Sem/Sur+Sg+Com	Rautaojain	rˈɑu.tɑ#ˌo.jɑ>in
Rautiainen+N+Prop+Sem/Sur+Pl+Nom	Rautiainenat	rˈɑu.ti.ɑj>.ne.nɑh
Rauvala+N+Prop+Sem/Sur+Pl+Acc	Rauvalaid	rˈɑu.vɑ.lɑ>id
Ravattinen+N+Prop+Sem/Sur+Pl+Nom	Ravattinenat	rˈɑ.vɑt.ti>.ne.nɑh
Ravattinen+N+Prop+Sem/Sur+Pl+Acc	Ravattineniid	rˈɑ.vɑt.ti>.ne.nijh
Ravila+N+Prop+Sem/Sur+Sg+Com	Ravilain	rˈɑ.vi.lɑ>in
Rebekka+N+Prop+Sem/Fem+Pl+Loc	Rebekkain	rˈe.bek.kɑ>in
Rebekka+N+Prop+Sem/Fem+Pl+Nom	Rebekkat	rˈe.bek.kɑ>h
Rebekka+N+Prop+Sem/Fem+Attr	Rebekka	rˈe.bek.kɑ>
Rebekka+N+Prop+Sem/Fem+Der/Dimin+Sg+Nom	Rebekkaš	rˈe.bek.kɑ>ʃ
Rehula+N+Prop+Ess	Rehulan	rˈe.hu.lɑ>n
Rehula+N+Prop+Sg+Gen	Rehula	rˈe.hu.lɑ>
Rehula+N+Prop+Sg+Nom	Rehula	rˈe.hu.lɑ>
Rehula+N+Prop+Sg+Com	Rehulain	rˈe.hu.lɑ>in
Rehula+N+Prop+Sg+Loc	Rehulas	rˈe.hu.lɑ>s
Reinikainen+N+Prop+Sem/Sur+Ess	Reinikaisin	rˈej.ni.kɑj>.sin
Reinikka+N+Prop+Sem/Sur+Pl+Acc	Reinikkaid	rˈej.nik.kɑ>id
Reinikka+N+Prop+Sem/Sur+Sg+Com	Reinikkain	rˈej.nik.kɑ>in
Rekilä+N+Prop+Sem/Sur+Pl+Acc	Rekiläid	rˈe.ki.læ>id
